flight_id,year,month,day_of_week,airline,origin_airport,destination_airport,scheduled_departure_hour,flight_distance_km,aircraft_turnaround_delay_min,weather_condition,wind_speed_kmh,airport_congestion_index,arrival_delay_minutes,delay_risk_class
FL100990,2023,5,1,WN,ORD,ORD,12,1528,2.6,Rain,41,44,7,Low_Risk
FL100991,2022,9,7,B6,SFO,DEN,3,3591,3.8,Rain,40,32,7,Low_Risk
FL100992,2023,6,7,WN,DFW,LAX,17,3187,5.8,Snow,9,86,109,High_Risk
FL100993,2023,5,3,UA,SFO,ATL,20,2321,0.7,Rain,14,27,0,Low_Risk
FL100994,2023,4,4,DL,JFK,ATL,8,3913,16.0,Clear,37,41,5,Low_Risk
FL100995,2023,9,5,UA,SFO,ORD,21,3155,4.2,Clear,49,45,5,Low_Risk
FL100996,2023,4,4,B6,SEA,LAX,19,4244,8.8,Clear,14,33,3,Low_Risk
FL100997,2023,11,4,WN,SFO,ORD,2,3047,10.7,Clear,18,23,9,Low_Risk
FL100998,2022,1,7,B6,ORD,LAX,23,395,22.1,Clear,16,20,24,Moderate_Risk
FL100999,2023,10,3,UA,ATL,SEA,19,3627,0.8,Storm,17,70,38,Moderate_Risk
FL101000,2023,11,2,UA,JFK,DEN,10,2686,13.0,Rain,8,76,7,Low_Risk
FL101001,2023,3,1,B6,JFK,ORD,23,2349,2.1,Rain,52,85,36,Moderate_Risk
FL101002,2022,4,2,WN,ATL,JFK,13,2786,3.4,Rain,41,73,27,Moderate_Risk
FL101003,2022,1,2,B6,SFO,JFK,3,816,4.9,Clear,28,77,25,Moderate_Risk
FL101004,2023,12,6,B6,LAX,SFO,19,4164,15.2,Clear,5,68,-1,Low_Risk
FL101005,2023,10,4,B6,SFO,DFW,21,1832,13.3,Clear,43,20,-4,Low_Risk
FL101006,2022,3,2,AA,DFW,DEN,20,381,2.8,Clear,4,70,9,Low_Risk
FL101007,2023,7,2,AA,SFO,DEN,17,2043,2.1,Storm,5,89,95,High_Risk
FL101008,2023,9,7,UA,SEA,SFO,10,2872,22.5,Clear,35,74,29,Moderate_Risk
FL101009,2023,3,2,UA,SFO,DFW,9,4024,5.7,Storm,7,43,26,Moderate_Risk
FL101010,2022,4,1,WN,ATL,JFK,11,801,9.2,Rain,44,22,9,Low_Risk
FL101011,2023,2,7,AA,SFO,LAX,16,2382,0.5,Clear,0,90,12,Low_Risk
FL101012,2023,7,6,AA,ATL,DEN,7,638,26.0,Storm,30,73,100,High_Risk
FL101013,2023,12,5,UA,LAX,DEN,2,1497,1.3,Clear,29,80,22,Moderate_Risk
FL101014,2023,8,5,B6,LAX,DEN,20,1292,2.1,Clear,23,96,36,Moderate_Risk
FL101015,2023,10,2,DL,DEN,SFO,18,3420,3.4,Clear,34,82,35,Moderate_Risk
FL101016,2022,12,2,DL,LAX,LAX,16,2529,0.1,Storm,47,42,61,High_Risk
FL101017,2023,8,5,AA,LAX,JFK,19,1238,3.9,Clear,14,53,1,Low_Risk
FL101018,2022,6,5,DL,SFO,SFO,22,4089,4.2,Snow,23,33,72,High_Risk
FL101019,2022,5,4,DL,DEN,DFW,21,2930,3.3,Clear,1,58,1,Low_Risk
FL101020,2022,3,3,AA,LAX,ATL,2,303,25.2,Storm,51,85,69,High_Risk
FL101021,2022,10,1,B6,DFW,DEN,22,832,32.0,Clear,33,36,17,Moderate_Risk
FL101022,2023,12,6,DL,DEN,SFO,19,1230,0.8,Snow,27,86,110,High_Risk
FL101023,2022,10,3,UA,DEN,DEN,9,3693,3.1,Snow,50,22,58,High_Risk
FL101024,2022,4,7,B6,ATL,ORD,0,3270,9.0,Storm,17,21,70,High_Risk
FL101025,2022,11,2,B6,DEN,SEA,13,872,4.3,Storm,2,67,54,High_Risk
FL101026,2023,9,2,AA,JFK,DFW,20,940,3.4,Clear,45,72,17,Moderate_Risk
FL101027,2023,6,4,AA,ATL,ORD,3,3538,0.0,Clear,16,62,1,Low_Risk
FL101028,2023,6,5,DL,ATL,DFW,2,1847,9.8,Clear,8,24,2,Low_Risk
FL101029,2022,9,2,AA,ORD,SFO,19,2423,13.0,Clear,20,24,-1,Low_Risk
FL101030,2022,2,3,UA,ATL,ORD,10,717,0.7,Clear,23,87,27,Moderate_Risk
FL101031,2022,12,3,AA,LAX,DFW,10,3945,4.3,Clear,56,76,35,Moderate_Risk
FL101032,2022,12,4,AA,SEA,DEN,11,4108,6.2,Clear,55,51,-4,Low_Risk
FL101033,2022,2,1,AA,ATL,SFO,19,659,11.9,Rain,45,45,1,Low_Risk
FL101034,2022,7,1,WN,SFO,DEN,3,2854,4.7,Rain,42,30,-1,Low_Risk
FL101035,2022,7,6,UA,ATL,SEA,6,2284,9.1,Rain,1,43,-2,Low_Risk
FL101036,2023,11,4,AA,LAX,ATL,9,3021,1.1,Rain,47,34,-5,Low_Risk
FL101037,2023,2,2,UA,JFK,SFO,14,1790,10.7,Rain,48,62,6,Low_Risk
FL101038,2023,8,4,WN,LAX,JFK,16,3261,0.8,Clear,34,40,5,Low_Risk
FL101039,2022,6,2,UA,ATL,ORD,23,1893,4.1,Clear,39,95,47,High_Risk
FL101040,2022,8,6,UA,SFO,SFO,10,4041,8.2,Clear,53,57,-4,Low_Risk
FL101041,2023,8,6,WN,ORD,LAX,23,1938,1.7,Snow,53,22,71,High_Risk
FL101042,2022,11,1,DL,ORD,ORD,11,4377,0.1,Snow,50,32,80,High_Risk
FL101043,2022,8,2,AA,ATL,SFO,0,3961,16.5,Storm,35,92,56,High_Risk
FL101044,2022,8,6,DL,DEN,ORD,16,4016,5.2,Clear,18,37,-1,Low_Risk
FL101045,2023,2,4,DL,JFK,JFK,7,566,3.2,Clear,48,64,3,Low_Risk
FL101046,2022,5,2,WN,JFK,DFW,6,2304,3.0,Clear,18,30,0,Low_Risk
FL101047,2023,8,7,AA,SFO,SEA,5,2276,39.6,Storm,52,69,66,High_Risk
FL101048,2023,4,6,AA,SEA,LAX,15,2078,7.1,Storm,26,68,67,High_Risk
FL101049,2023,12,2,WN,ORD,SEA,15,3057,9.3,Clear,1,75,13,Low_Risk
FL101050,2022,8,3,UA,DFW,JFK,20,3903,3.7,Clear,59,24,-5,Low_Risk
FL101051,2023,6,7,UA,DEN,SEA,2,2425,5.9,Clear,57,58,4,Low_Risk
FL101052,2022,12,1,B6,SFO,JFK,9,2877,0.0,Clear,56,57,9,Low_Risk
FL101053,2022,11,1,DL,SFO,DEN,17,2524,12.7,Clear,30,48,4,Low_Risk
FL101054,2022,11,4,UA,DFW,SFO,3,2876,31.2,Snow,41,88,82,High_Risk
FL101055,2023,1,2,WN,SFO,JFK,10,757,1.0,Rain,29,83,11,Low_Risk
FL101056,2022,6,3,B6,SFO,DFW,0,4344,14.9,Storm,44,75,48,High_Risk
FL101057,2023,8,7,WN,JFK,ORD,18,2969,1.0,Clear,37,94,30,Moderate_Risk
FL101058,2022,8,6,DL,ORD,ATL,23,1167,43.8,Clear,35,34,31,Moderate_Risk
FL101059,2023,11,5,AA,ATL,LAX,10,4454,5.4,Rain,28,81,21,Moderate_Risk
FL101060,2023,8,5,DL,SEA,DFW,3,1502,21.9,Clear,38,74,58,High_Risk
FL101061,2022,5,6,UA,JFK,ATL,0,3822,3.2,Clear,30,57,-4,Low_Risk
FL101062,2022,1,3,WN,SEA,SEA,17,3604,26.6,Clear,10,93,33,Moderate_Risk
FL101063,2023,6,6,AA,SEA,DEN,15,4168,10.5,Clear,52,60,-2,Low_Risk
FL101064,2022,4,3,AA,DFW,DEN,18,1392,34.6,Storm,54,49,79,High_Risk
FL101065,2022,9,2,AA,DFW,DFW,18,1719,10.3,Clear,46,65,8,Low_Risk
FL101066,2023,7,2,DL,ORD,ORD,7,4432,2.8,Clear,59,37,2,Low_Risk
FL101067,2022,2,1,B6,LAX,DFW,3,2560,1.6,Storm,32,67,63,High_Risk
FL101068,2022,2,5,WN,DFW,DFW,21,3080,0.3,Rain,3,63,-5,Low_Risk
FL101069,2022,12,3,UA,ATL,ORD,19,3366,10.2,Clear,45,55,-3,Low_Risk
FL101070,2023,3,2,UA,LAX,LAX,11,347,2.3,Clear,4,57,0,Low_Risk
FL101071,2022,6,4,UA,LAX,ORD,11,3484,1.5,Clear,31,33,2,Low_Risk
FL101072,2023,7,5,DL,SFO,DEN,1,1491,8.6,Clear,6,76,40,Moderate_Risk
FL101073,2023,9,5,B6,DFW,ATL,9,2961,0.2,Clear,4,44,9,Low_Risk
FL101074,2022,12,7,B6,ATL,SFO,15,2505,6.5,Storm,33,77,54,High_Risk
FL101075,2023,5,4,UA,DFW,SEA,7,2418,1.4,Clear,32,95,36,Moderate_Risk
FL101076,2023,1,4,UA,LAX,SEA,7,3364,35.8,Clear,54,74,54,High_Risk
FL101077,2022,12,4,UA,DFW,DEN,14,1927,1.1,Clear,54,63,9,Low_Risk
FL101078,2022,10,5,UA,ATL,SFO,3,601,8.3,Clear,36,96,27,Moderate_Risk
FL101079,2022,10,3,WN,DFW,DEN,11,1796,7.8,Clear,23,72,20,Moderate_Risk
FL101080,2023,6,6,B6,SFO,DFW,8,2956,22.2,Clear,12,73,58,High_Risk
FL101081,2022,9,4,UA,DEN,ATL,20,3810,0.8,Clear,6,30,-1,Low_Risk
FL101082,2022,11,2,WN,SFO,LAX,23,2954,1.1,Clear,59,92,6,Low_Risk
FL101083,2023,8,1,UA,LAX,JFK,19,4367,3.8,Clear,52,72,17,Moderate_Risk
FL101084,2022,1,6,DL,SFO,SEA,2,3024,16.3,Rain,19,44,8,Low_Risk
FL101085,2023,10,5,WN,LAX,DEN,22,1825,11.3,Rain,33,92,34,Moderate_Risk
FL101086,2022,9,2,DL,SEA,DFW,14,1283,1.2,Storm,22,20,65,High_Risk
FL101087,2023,3,3,DL,SEA,DFW,1,4039,3.5,Storm,48,88,118,High_Risk
FL101088,2023,9,4,WN,DFW,DFW,11,3438,41.0,Rain,0,42,23,Moderate_Risk
FL101089,2023,7,6,B6,LAX,JFK,1,607,4.8,Storm,57,86,64,High_Risk
FL101090,2022,6,6,UA,DFW,JFK,22,3298,2.9,Clear,7,34,9,Low_Risk
FL101091,2022,12,1,B6,ATL,SFO,13,1382,4.8,Clear,1,94,21,Moderate_Risk
FL101092,2022,6,2,B6,DFW,DEN,20,2993,14.2,Storm,23,83,64,High_Risk
FL101093,2023,5,7,AA,JFK,ATL,12,3463,2.2,Clear,8,86,36,Moderate_Risk
FL101094,2022,3,6,DL,DEN,JFK,23,3204,7.2,Clear,21,20,-5,Low_Risk
FL101095,2023,12,5,DL,ORD,ATL,14,2590,3.2,Rain,20,62,8,Low_Risk
FL101096,2022,10,7,DL,DFW,SEA,22,2630,11.1,Rain,29,97,10,Low_Risk
FL101097,2022,4,7,WN,SFO,DFW,6,1032,7.9,Clear,9,47,-5,Low_Risk
FL101098,2022,11,6,WN,DFW,DFW,22,4387,1.8,Storm,23,92,89,High_Risk
FL101099,2023,4,6,DL,SFO,ATL,4,771,4.7,Storm,51,25,36,Moderate_Risk
FL101100,2022,11,1,AA,JFK,DFW,9,3952,5.7,Clear,0,36,6,Low_Risk
FL101101,2023,8,4,UA,DFW,JFK,11,3689,8.3,Clear,1,20,6,Low_Risk
FL101102,2023,1,2,UA,DFW,DEN,11,4350,1.5,Clear,18,65,6,Low_Risk
FL101103,2022,10,3,B6,DEN,SFO,1,1573,33.3,Storm,17,27,63,High_Risk
FL101104,2022,5,2,UA,DEN,ATL,6,4269,25.5,Rain,46,36,28,Moderate_Risk
FL101105,2023,1,4,DL,SEA,SEA,15,1181,2.1,Rain,42,36,-1,Low_Risk
FL101106,2022,4,2,DL,ORD,SFO,0,410,0.3,Storm,18,43,58,High_Risk
FL101107,2022,12,7,B6,ORD,DEN,23,2803,14.9,Clear,56,74,7,Low_Risk
FL101108,2022,3,2,B6,JFK,SFO,13,1693,1.5,Snow,35,94,88,High_Risk
FL101109,2022,1,7,AA,SFO,ORD,14,3012,13.7,Clear,10,68,-3,Low_Risk
FL101110,2023,12,1,UA,SFO,JFK,4,4318,18.5,Storm,21,58,52,High_Risk
FL101111,2022,3,7,WN,SEA,SEA,23,4497,7.2,Storm,13,91,62,High_Risk
FL101112,2023,2,7,DL,LAX,JFK,4,4129,17.0,Clear,58,73,7,Low_Risk
FL101113,2023,5,2,UA,SFO,ATL,5,767,5.2,Clear,30,24,4,Low_Risk
FL101114,2023,12,3,WN,SFO,LAX,14,1202,17.2,Clear,8,73,31,Moderate_Risk
FL101115,2022,12,6,AA,SFO,SFO,6,1688,10.6,Rain,44,52,2,Low_Risk
FL101116,2022,4,2,B6,DFW,DFW,20,1706,13.3,Rain,19,20,4,Low_Risk
FL101117,2023,11,7,WN,JFK,ORD,20,2110,3.3,Clear,8,24,-3,Low_Risk
FL101118,2022,9,7,DL,SFO,ATL,3,1587,0.5,Rain,15,27,0,Low_Risk
FL101119,2023,11,2,WN,DEN,SFO,8,3257,7.7,Clear,32,83,27,Moderate_Risk
FL101120,2023,2,6,WN,ATL,SEA,19,3992,7.2,Clear,58,65,-4,Low_Risk
FL101121,2023,3,7,UA,DFW,SEA,23,4077,22.8,Snow,8,58,101,High_Risk
FL101122,2023,4,3,DL,SEA,DEN,13,1709,12.1,Clear,45,45,2,Low_Risk
FL101123,2023,11,6,UA,SFO,SFO,10,2455,13.1,Storm,32,21,42,Moderate_Risk
FL101124,2023,11,2,WN,JFK,LAX,18,2587,12.8,Clear,43,59,6,Low_Risk
FL101125,2023,6,6,AA,JFK,SEA,0,2175,15.6,Snow,28,58,53,High_Risk
FL101126,2022,12,1,AA,SFO,SEA,20,3022,14.8,Clear,26,74,14,Low_Risk
FL101127,2022,10,6,UA,DEN,JFK,11,918,3.7,Clear,32,68,6,Low_Risk
FL101128,2022,8,4,B6,ATL,SEA,5,1468,37.3,Storm,28,28,30,Moderate_Risk
FL101129,2022,7,4,DL,SFO,JFK,7,2564,0.4,Storm,21,36,57,High_Risk
FL101130,2022,6,2,DL,SEA,SEA,7,1491,6.6,Clear,26,35,9,Low_Risk
FL101131,2022,4,2,B6,ORD,DEN,19,3575,38.3,Clear,44,29,22,Moderate_Risk
FL101132,2023,8,3,B6,LAX,JFK,9,1662,17.4,Storm,41,67,31,Moderate_Risk
FL101133,2023,8,1,B6,DFW,DEN,7,3626,7.4,Rain,58,24,3,Low_Risk
FL101134,2022,6,2,B6,SFO,ATL,4,4360,1.9,Rain,8,96,15,Low_Risk
FL101135,2022,7,5,UA,LAX,DFW,21,1714,2.9,Clear,43,27,4,Low_Risk
FL101136,2022,1,6,AA,ORD,JFK,6,3552,5.0,Rain,4,77,25,Moderate_Risk
FL101137,2023,11,6,B6,ORD,DFW,4,1607,9.8,Clear,2,29,-5,Low_Risk
FL101138,2022,12,2,B6,SFO,SEA,11,2726,11.1,Clear,46,55,6,Low_Risk
FL101139,2022,10,6,UA,JFK,SEA,19,3243,1.7,Clear,34,41,6,Low_Risk
FL101140,2023,3,2,UA,SFO,DEN,0,865,8.1,Snow,59,47,53,High_Risk
FL101141,2022,9,3,AA,SFO,JFK,4,4320,25.3,Storm,21,25,81,High_Risk
FL101142,2022,4,1,AA,DEN,JFK,11,1225,2.6,Storm,50,63,38,Moderate_Risk
FL101143,2022,2,2,B6,JFK,ATL,1,3793,14.6,Clear,42,31,6,Low_Risk
FL101144,2022,12,7,WN,ATL,ORD,0,3058,5.3,Rain,26,39,6,Low_Risk
FL101145,2023,5,6,B6,ATL,LAX,0,1061,3.3,Clear,37,49,0,Low_Risk
FL101146,2023,9,2,DL,DEN,ORD,17,832,11.7,Rain,26,86,11,Low_Risk
FL101147,2023,3,6,UA,JFK,JFK,23,2192,3.1,Clear,22,69,8,Low_Risk
FL101148,2023,4,7,WN,SEA,DEN,3,2118,8.2,Clear,35,65,1,Low_Risk
FL101149,2023,2,4,WN,ORD,DFW,10,3547,18.8,Clear,9,22,-1,Low_Risk
FL101150,2023,12,3,DL,SFO,ORD,16,1774,13.3,Clear,48,31,-5,Low_Risk
FL101151,2023,1,4,WN,JFK,ATL,12,1304,1.1,Storm,23,64,68,High_Risk
FL101152,2022,7,2,UA,DFW,LAX,14,1948,0.8,Clear,4,55,-4,Low_Risk
FL101153,2023,11,1,B6,ORD,DFW,21,2466,5.8,Rain,50,23,8,Low_Risk
FL101154,2022,11,4,AA,SFO,SEA,14,2983,7.6,Clear,51,61,1,Low_Risk
FL101155,2022,9,7,B6,LAX,SFO,21,2232,4.9,Clear,47,49,3,Low_Risk
FL101156,2022,12,5,WN,ATL,ATL,0,861,11.8,Clear,40,43,9,Low_Risk
FL101157,2023,1,5,WN,DEN,SEA,2,1917,32.6,Clear,9,28,9,Low_Risk
FL101158,2023,1,1,B6,JFK,DEN,2,1667,28.6,Clear,42,41,14,Low_Risk
FL101159,2023,3,3,B6,JFK,DFW,13,3041,0.4,Clear,47,37,-4,Low_Risk
FL101160,2022,6,2,B6,LAX,LAX,8,2075,18.5,Rain,39,90,31,Moderate_Risk
FL101161,2023,2,6,AA,JFK,JFK,9,4416,2.5,Clear,6,65,3,Low_Risk
FL101162,2023,4,4,B6,DEN,LAX,4,1372,12.4,Clear,51,89,31,Moderate_Risk
FL101163,2023,1,3,AA,SFO,DFW,4,3877,32.4,Clear,44,48,20,Moderate_Risk
FL101164,2023,3,7,UA,SFO,ATL,12,3260,8.4,Clear,53,75,16,Moderate_Risk
FL101165,2023,6,3,WN,DFW,SEA,2,2918,25.9,Clear,58,49,10,Low_Risk
FL101166,2022,3,6,DL,DEN,SFO,2,597,4.0,Rain,20,89,33,Moderate_Risk
FL101167,2022,3,5,DL,ORD,ORD,1,1357,1.6,Rain,4,71,11,Low_Risk
FL101168,2022,7,1,WN,DEN,JFK,12,2017,3.1,Clear,44,21,7,Low_Risk
FL101169,2023,4,4,DL,SFO,LAX,13,539,3.3,Clear,27,27,-3,Low_Risk
FL101170,2022,1,3,WN,SFO,LAX,1,4237,4.9,Clear,31,66,-4,Low_Risk
FL101171,2022,1,5,UA,DFW,SEA,22,4091,1.8,Clear,20,47,7,Low_Risk
FL101172,2023,6,3,UA,DEN,LAX,19,370,23.4,Clear,54,96,30,Moderate_Risk
FL101173,2023,1,1,WN,DEN,LAX,16,3289,0.4,Clear,34,45,1,Low_Risk
FL101174,2022,10,4,UA,ORD,ATL,7,3687,6.8,Storm,51,47,48,High_Risk
FL101175,2023,9,3,DL,ATL,DEN,9,3039,5.5,Clear,18,27,-4,Low_Risk
FL101176,2022,4,2,DL,JFK,DFW,13,3015,13.9,Rain,30,88,37,Moderate_Risk
FL101177,2023,7,3,WN,LAX,DEN,9,3649,5.9,Storm,33,54,79,High_Risk
FL101178,2022,6,4,DL,JFK,SFO,22,2059,7.4,Clear,29,46,-3,Low_Risk
FL101179,2023,5,3,AA,DEN,SFO,13,3286,14.2,Storm,39,89,64,High_Risk
FL101180,2023,8,3,WN,DEN,SEA,23,3533,21.7,Clear,50,21,7,Low_Risk
FL101181,2022,9,3,DL,LAX,JFK,5,2143,10.2,Clear,5,26,-1,Low_Risk
FL101182,2022,12,7,UA,ATL,SFO,19,1425,8.8,Snow,34,71,97,High_Risk
FL101183,2022,9,4,AA,DEN,LAX,19,1218,13.1,Clear,33,31,4,Low_Risk
FL101184,2022,4,6,WN,ATL,JFK,19,3467,8.3,Clear,19,25,9,Low_Risk
FL101185,2023,7,5,WN,DFW,SFO,19,3741,1.2,Rain,12,24,1,Low_Risk
FL101186,2022,11,5,UA,DEN,ORD,13,3921,2.9,Clear,5,68,8,Low_Risk
FL101187,2022,11,2,DL,DEN,ATL,4,3180,9.2,Clear,33,57,5,Low_Risk
FL101188,2022,10,2,UA,ORD,LAX,16,4257,19.2,Clear,27,22,1,Low_Risk
FL101189,2022,2,5,WN,SEA,ORD,17,4303,3.8,Clear,18,26,5,Low_Risk
FL101190,2022,7,2,WN,ORD,SEA,21,2713,13.6,Clear,33,68,9,Low_Risk
FL101191,2022,10,7,UA,ORD,ATL,1,4157,17.9,Clear,39,67,-2,Low_Risk
FL101192,2023,3,1,DL,SEA,SFO,3,472,1.7,Clear,21,55,6,Low_Risk
FL101193,2023,5,1,DL,DEN,SFO,19,2060,23.5,Clear,10,83,54,High_Risk
FL101194,2023,5,6,UA,SEA,ORD,17,308,6.9,Rain,45,80,37,Moderate_Risk
FL101195,2022,4,5,AA,SFO,SFO,14,1128,6.9,Clear,6,34,9,Low_Risk
FL101196,2022,6,7,B6,ATL,DFW,15,4490,8.2,Rain,38,46,4,Low_Risk
FL101197,2022,11,3,DL,SEA,LAX,13,3065,6.1,Snow,4,38,35,Moderate_Risk
FL101198,2023,2,2,B6,SFO,SFO,4,2853,15.6,Rain,56,78,33,Moderate_Risk
FL101199,2022,1,3,DL,DFW,JFK,2,1654,4.7,Rain,14,79,38,Moderate_Risk
FL101200,2023,9,6,UA,DEN,DFW,13,2535,4.8,Rain,33,50,8,Low_Risk
FL101201,2022,12,1,UA,ATL,LAX,19,2755,4.7,Clear,33,61,2,Low_Risk
FL101202,2023,6,1,DL,LAX,DEN,16,2922,5.8,Clear,12,75,43,Moderate_Risk
FL101203,2023,11,7,WN,LAX,DFW,8,410,26.4,Rain,39,71,19,Moderate_Risk
FL101204,2022,1,4,WN,SEA,DFW,1,2890,4.9,Clear,4,87,40,Moderate_Risk
FL101205,2022,4,1,WN,DFW,ATL,21,3141,1.3,Rain,42,30,3,Low_Risk
FL101206,2023,1,5,AA,DEN,LAX,15,2539,21.7,Storm,22,29,83,High_Risk
FL101207,2023,8,1,B6,LAX,ATL,21,1272,6.5,Clear,5,83,36,Moderate_Risk
FL101208,2022,11,7,DL,DFW,ATL,1,3926,4.5,Storm,4,65,50,High_Risk
FL101209,2022,11,4,WN,LAX,SEA,18,1287,15.3,Clear,28,20,-5,Low_Risk
FL101210,2023,6,6,UA,DFW,JFK,14,3137,30.9,Clear,17,42,20,Moderate_Risk
FL101211,2023,10,6,UA,SFO,LAX,2,4101,10.8,Snow,48,99,42,Moderate_Risk
FL101212,2023,10,5,B6,LAX,SEA,15,2190,4.2,Rain,30,68,6,Low_Risk
FL101213,2023,3,6,AA,SFO,SFO,5,4335,8.7,Rain,17,71,23,Moderate_Risk
FL101214,2022,6,1,WN,JFK,SEA,12,3006,16.7,Storm,11,52,24,Moderate_Risk
FL101215,2023,1,4,UA,DEN,DEN,20,897,0.3,Storm,33,74,68,High_Risk
FL101216,2022,12,2,DL,SFO,SEA,12,2373,8.5,Clear,8,62,6,Low_Risk
FL101217,2022,1,1,DL,ATL,ATL,17,3763,14.3,Rain,8,69,4,Low_Risk
FL101218,2023,11,3,WN,SFO,DEN,22,1945,6.6,Clear,50,95,9,Low_Risk
FL101219,2023,11,3,B6,SEA,SFO,4,4298,11.1,Clear,37,67,6,Low_Risk
FL101220,2022,8,5,DL,LAX,SEA,13,2034,23.9,Clear,31,51,13,Low_Risk
FL101221,2023,12,1,AA,DFW,ORD,0,1302,7.4,Rain,46,92,11,Low_Risk
FL101222,2023,6,5,B6,DEN,SEA,0,1992,12.4,Clear,4,35,7,Low_Risk
FL101223,2023,5,1,WN,DEN,SFO,14,2197,1.4,Clear,15,25,1,Low_Risk
FL101224,2022,8,2,WN,ORD,LAX,3,2821,15.2,Clear,5,36,1,Low_Risk
FL101225,2022,5,1,B6,DEN,SFO,15,1575,7.2,Storm,54,87,57,High_Risk
FL101226,2023,6,1,AA,LAX,SEA,8,2997,2.7,Rain,2,54,1,Low_Risk
FL101227,2023,2,1,B6,JFK,ORD,23,4165,19.5,Storm,22,75,106,High_Risk
FL101228,2022,7,3,WN,SFO,JFK,23,1520,4.0,Clear,50,33,8,Low_Risk
FL101229,2022,9,7,AA,SFO,SFO,9,1322,1.6,Rain,52,67,-1,Low_Risk
FL101230,2023,2,5,WN,JFK,ATL,4,2356,0.2,Clear,24,88,19,Moderate_Risk
FL101231,2022,1,1,WN,LAX,ORD,18,4240,4.5,Storm,15,93,101,High_Risk
FL101232,2022,6,4,B6,SFO,ATL,1,819,4.4,Clear,23,55,4,Low_Risk
FL101233,2022,8,3,UA,SEA,LAX,12,4124,0.7,Rain,27,38,6,Low_Risk
FL101234,2023,3,1,WN,ORD,DEN,23,2869,6.8,Rain,40,83,15,Low_Risk
FL101235,2023,8,5,WN,SFO,SFO,8,2611,6.5,Rain,26,84,23,Moderate_Risk
FL101236,2022,2,3,B6,JFK,ATL,13,3248,0.4,Rain,43,99,35,Moderate_Risk
FL101237,2023,5,4,DL,SFO,LAX,2,1388,5.7,Clear,9,55,7,Low_Risk
FL101238,2023,1,1,B6,SEA,SFO,22,3963,1.4,Clear,53,24,-1,Low_Risk
FL101239,2023,3,3,WN,DEN,SEA,13,393,7.0,Rain,12,60,-1,Low_Risk
FL101240,2022,9,6,DL,ORD,LAX,3,2675,12.6,Clear,47,41,6,Low_Risk
FL101241,2022,1,3,B6,ORD,ATL,23,2344,11.1,Rain,4,71,46,High_Risk
FL101242,2022,4,2,DL,ORD,SFO,14,2578,0.5,Clear,33,88,35,Moderate_Risk
FL101243,2022,10,2,DL,LAX,SEA,5,1428,11.5,Clear,40,97,24,Moderate_Risk
FL101244,2023,1,2,DL,ORD,LAX,23,927,1.4,Storm,25,93,56,High_Risk
FL101245,2023,1,1,WN,ORD,ATL,20,3136,3.4,Clear,18,25,-2,Low_Risk
FL101246,2022,4,7,UA,ORD,SEA,8,2372,16.6,Clear,7,70,3,Low_Risk
FL101247,2023,4,2,AA,DEN,SFO,9,854,15.0,Rain,2,82,28,Moderate_Risk
FL101248,2022,11,1,UA,ATL,JFK,15,2644,1.7,Storm,39,95,84,High_Risk
FL101249,2023,11,3,WN,SFO,DFW,10,1533,8.9,Clear,36,29,8,Low_Risk
FL101250,2023,2,4,B6,DFW,SEA,22,4303,4.7,Clear,3,59,-5,Low_Risk
FL101251,2023,7,6,B6,JFK,DFW,0,1033,4.3,Clear,0,53,-1,Low_Risk
FL101252,2023,12,5,UA,SFO,SFO,15,991,5.7,Clear,57,92,24,Moderate_Risk
FL101253,2022,9,2,UA,ATL,DFW,12,3349,35.2,Clear,15,57,19,Moderate_Risk
FL101254,2022,2,4,B6,DEN,ATL,16,2632,1.0,Storm,13,45,23,Moderate_Risk
FL101255,2023,12,4,DL,ATL,LAX,2,3049,1.2,Clear,9,99,28,Moderate_Risk
FL101256,2023,9,1,UA,DFW,DFW,10,2811,1.4,Clear,7,51,9,Low_Risk
FL101257,2022,6,6,AA,ORD,ORD,5,634,1.5,Clear,18,79,19,Moderate_Risk
FL101258,2022,4,5,B6,ATL,SEA,23,4197,7.0,Storm,1,32,52,High_Risk
FL101259,2022,8,4,WN,SEA,JFK,5,736,4.6,Clear,16,32,0,Low_Risk
FL101260,2023,10,1,AA,LAX,DFW,10,3447,3.9,Clear,47,92,27,Moderate_Risk
FL101261,2022,10,4,AA,ORD,JFK,19,4351,35.4,Storm,42,45,46,High_Risk
FL101262,2022,4,7,WN,SFO,ORD,10,2011,5.1,Clear,9,69,6,Low_Risk
FL101263,2022,2,4,DL,JFK,ATL,6,639,6.7,Storm,29,99,65,High_Risk
FL101264,2023,4,7,UA,SEA,DEN,15,370,3.6,Clear,24,62,6,Low_Risk
FL101265,2022,12,4,WN,DFW,JFK,5,4188,4.8,Clear,21,87,22,Moderate_Risk
FL101266,2023,8,1,DL,SFO,DEN,9,1362,1.6,Storm,42,55,46,High_Risk
FL101267,2022,11,6,AA,JFK,JFK,23,594,11.4,Clear,20,45,6,Low_Risk
FL101268,2022,5,3,DL,LAX,DEN,22,2363,26.2,Clear,13,75,49,High_Risk
FL101269,2023,3,6,UA,ORD,JFK,1,2373,3.6,Clear,24,56,6,Low_Risk
FL101270,2023,8,5,UA,SEA,SFO,22,1954,12.2,Storm,6,63,78,High_Risk
